,,Gifts,New Attack 3 (!),,,Type,Pow,Acc,PP,,Attack 3,,,NEW,Pow,Acc,PP,,Attack 3,,,Type,Pow,Acc,PP,,Attack 3,,,Type,Pow,Acc,PP,,Attack 3,,,Type,Increased Stats᠎,,,,Attack 3,,,Type,Decreased Stats᠋,,
,,Spinning,New Attack 4 (!),,,Type,Pow,Acc,PP,,Attack 4,,,NEW,Pow,Acc,PP,,Attack 4,,,Type,Pow,Acc,PP,,Attack 4,,,Type,Pow,Acc,PP,,Attack 4,,,Type,Increased Stats᠎,,,,Attack 4,,,Type,Decreased Stats᠋,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUNNYSHORE CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#257 Blaziken,,,,,Lv.63,,,#477 Dusknoir,,,,,Lv.63,,,#308 Medicham,,,,,Lv.63,,,#468 Togekiss,,,,,Lv.63,,,#272 Ludicolo,,,,,Lv.63,,,#145 Zapdos,,,,,Lv.63
,,,,,FIRE,,,FIGHTING,,,,,GHOST,,,,,,,,FIGHTING,,,PSYCHIC,,,,,FAIRY឵ ឵,,,FLYING,,,,,WATER,,,GRASS,,,,,ELECTRIC,,,FLYING,
,,ARCADE STAR DAHLIA [973],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,,80,120,75᠎,110,70,80,535᠎,,45,100,135,65,135,45,525,,60,60,80᠎,80᠎,80᠎,90᠎,450᠎,,85,50,95,120,115,80,545,,80,70,70,90,100,70,480,,90,90,85,125,90,100,580
,,You need the Beacon Badge to fight her.,,Focus Sash,,,Speed Boost (!),,,,,Lum Berry,,,Iron Fist឵ (!),,,,,Choice Scarf,,,Pure Power,,,,,Wise Glasses,,,Serene Grace឵ ឵,,,,,Life Orb,,,Swift Swim,,,,,Sitrus Berry,,,Pressure,,
,,She's at the northest point of the city. Next to Julia's house.,"Brave (+Atk, -Spe)",,,,,,31 IV,,"Naive (+Spe, -SpD)",,,,,,31 IV,,"Brave (+Atk, -Spe)",,,,,,31 IV,,"Relaxed (+Def, -Spe)",,,,,,31 IV,,Hardy (Neutral),,,,,,31 IV,,Docile (Neutral),,,,,,31 IV
,,,Swords Dance,,,,--,--,20PP᠎,,Shadow Punch,,,,80᠎,--,15PP᠋,,High Jump Kick,,,,130᠎,90%,10PP᠋,,Hurricane (!),,,,110,70%,10PP,,Hydro Pump,,,,110᠋,80%,5PP,,Thunderbolt,,,,90᠋,100%,15PP
,,,Baton Pass,,,,--,--,40PP,,Thunder Punch,,,,75,100%,15PP,,Zen Headbutt,,,,80,90%,15PP,,Moonblast (!),,,,95,100%,15PP,,Giga Drain,,,,75᠎,100%,10PP,,Heat Wave,,,,95᠋,90%,10PP
,,,High Jump Kick,,,,130᠎,90%,10PP᠋,,Ice Punch,,,,75,100%,15PP,,Ice Punch,,,,75,100%,15PP,,Aura Sphere,,,,80᠋,--,20PP,,Ice Beam,,,,90᠋,100%,10PP,,Drill Peck,,,,80,100%,20PP
,,Can use : 2 FULL RESTORES,Blaze Kick,,,,90᠎,100%᠎,10PP,,Drain Punch,,,,75᠎,100%,10PP᠎,,Fire Punch,,,,75,100%,15PP,,Flamethrower,,,,90᠋,100%,15PP,,Fake Out,,,,40,100%,10PP,,Light Screen,,,,--,--,30PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROUTE 223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#091 Cloyster,,,,,Lv.60,,,#457 Lumineon,,,,,Lv.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,ICE,,,,,WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER MIRANDA [189],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,50,95,180,85,45,70,525,,70᠎,40᠋,75᠋,105᠎,90᠎,105᠎,485᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Skill Link឵ ឵,,,,,No Item,,,Swift Swim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Sassy (+SpD, -Spe)",,,,,,12 IV,,"Timid (+Spe, -Atk)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Spikes,,,,--,--,20PP,,Whirlpool,,,,35᠎,85%᠎,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Twineedle,,,,25,100%,20PP,,U-turn,,,,70,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Rock Blast,,,,25,90%᠎,10PP,,Bounce,,,,85,85%,5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(SWIMS LEFT TO RIGHT),Icicle Crash (!),,,,85,90%,10PP,,Hydro Pump,,,,110᠋,80%,5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#400 Bibarel,,,,,Lv.60,,,#195 Quagsire,,,,,Lv.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,WATER,,,,,WATER,,,GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER AUBREE [190],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,94᠎,100᠎,65᠎,55,65᠎,71,450᠎,,95,95᠎,95᠎,65,65,35,450᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Simple,,,,,No Item,,,Water Absorb឵ ឵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Naughty (+Atk, -SpD)",,,,,,12 IV,,"Careful (+SpD, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Swords Dance,,,,--,--,20PP᠎,,Muddy Water,,,,90᠋,85%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Superpower,,,,120,100%,5PP,,Mist,,,,--,--,30PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Curse,,,,--,--,10PP,,Haze,,,,--,--,30PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS AROUND),Double-Edge,,,,120,100%,15PP,,Recover,,,,--,--,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#226 Mantine,,,,,Lv.59,,,#009 Blastoise,,,,,Lv.59,,,#340 Whiscash,,,,,Lv.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,FLYING,,,,,WATER,,,,,,,,WATER,,,GROUND,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER OSCAR [188],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,85᠎,40,70,80,140,70,485᠎,,79,83,100,90᠎,105,78,535᠎,,110,78,73,76,71,60,468,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Swift Swim,,,,,No Item,,,Drizzle (!),,,,,No Item,,,Oblivious,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Quiet (+SpA, -Spe)",,,,,,12 IV,,"Rash (+SpA, -SpD)",,,,,,12 IV,,"Gentle (+SpD, -Def)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mirror Coat,,,,--,100%,20PP,,Aqua Tail,,,,90,90%,10PP,,Earthquake,,,,100,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bounce,,,,85,85%,5PP,,Rain Dance,,,,--,--,5PP,,Dragon Dance,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Tailwind,,,,--,--,15PP᠋,,Hydro Pump,,,,110᠋,80%,5PP,,Hydro Pump,,,,110᠋,80%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS RIGHT),Hydro Pump,,,,110᠋,80%,5PP,,Water Spout,,,,150,100%,5PP,,Fissure,,,,--,30%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#184 Azumarill,,,,,Lv.59,,,#080 Slowbro,,,,,Lv.59,,,#368 Gorebyss,,,,,Lv.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,FAIRY឵ ឵,,,,,WATER,,,PSYCHIC,,,,,WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER PAIGE [191],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,110᠎,50,80,80᠎,80,50,450᠎,,95,75,110,100,80,30,490,,55,84,105,114,75,52,485,,,,,,,,,,,,,,,,,,,,,,,,
,,can be fought alone or with Swimmer Colton [186] in a double battle,,No Item,,,Huge Power឵ ឵,,,,,No Item,,,Oblivious,,,,,No Item,,,Swift Swim,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Hasty (+Spe, -Def)",,,,,,12 IV,,"Naive (+Spe, -SpD)",,,,,,12 IV,,Docile (Neutral),,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,if fought in a double battle her team will be on the left side of battle,Belly Drum,,,,--,--,10PP,,Rain Dance,,,,--,--,5PP,,Baton Pass,,,,--,--,40PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Double-Edge,,,,120,100%,15PP,,Psych Up,,,,--,--,10PP,,Confuse Ray,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Superpower,,,,120,100%,5PP,,Future Sight,,,,120᠎,100%᠎,10PP᠋,,Barrier,,,,--,--,20PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS LEFT),Hydro Pump,,,,110᠋,80%,5PP,,Trick Room,,,,--,--,5PP,,Hydro Pump,,,,110᠋,80%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#279 Pelipper,,,,,Lv.59,,,#224 Octillery,,,,,Lv.59,,,#160 Feraligatr,,,,,Lv.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,FLYING,,,,,WATER,,,,,,,,WATER,,,DARK឵ ឵,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER COLTON [186],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,60,50,110᠎,95᠎,80᠎,65,460᠎,,75,105,75,105,75,45,480,,85,110᠎,100,79,83,78,535᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,can be fought alone or with Swimmer Paige [191] in a double battle,,No Item,,,Drizzle (!),,,,,No Item,,,Suction Cups,,,,,No Item,,,Intimidate (!),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Serious (Neutral),,,,,,12 IV,,"Careful (+SpD, -SpA)",,,,,,12 IV,,"Relaxed (+Def, -Spe)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,if fought in a double battle his team will be on the right side of battle,Tailwind,,,,--,--,15PP᠋,,Hydro Pump,,,,110᠋,80%,5PP,,Thrash,,,,120᠎,100%,10PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,Uproar,,,,90᠎,100%,10PP,,Gunk Shot,,,,120,80%᠎,5PP,,Dragon Dance,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hydro Pump,,,,110᠋,80%,5PP,,Hyper Beam,,,,150,90%,5PP,,Superpower,,,,120,100%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS RIGHT),Hurricane (!),,,,110,70%,10PP,,Water Spout,,,,150,100%,5PP,,Hydro Pump,,,,110᠋,80%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#073 Tentacruel,,,,,Lv.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,POISON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER RICARDO [184],HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,80,70,65,80,120,100,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Clear Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Impish (+Def, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Screech,,,,--,85%,40PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Giga Drain,,,,75᠎,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hydro Pump,,,,110᠋,80%,5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS UP AND RIGHT),Wring Out,,,,--,100%,5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#321 Wailord,,,,,Lv.59,,,#119 Seaking,,,,,Lv.59,,,#222 Corsola,,,,,Lv.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,,,,,,WATER,,,,,,,,WATER,,,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER CRYSTAL [192],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,170,90,45,90,45,60,500,,80,122᠎,80᠎,45᠋,80,78᠎,485᠎,,65᠎,45᠋,115᠎,90᠎,115᠎,35,465᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Water Veil,,,,,No Item,,,Swift Swim,,,,,No Item,,,Hustle,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Naive (+Spe, -SpD)",,,,,,12 IV,,"Gentle (+SpD, -Def)",,,,,,12 IV,,"Careful (+SpD, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bounce,,,,85,85%,5PP,,Drill Run (!),,,,80,95%,10PP,,Rock Blast,,,,25,90%᠎,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,"(SWIMS LEFT, LOOKS AROUND CLOCKWISE, SWIMS RIGHT, LOOKS AROUND CLOCKWISE, REPEAT)",Thrash,,,,120᠎,100%,10PP᠋,,Bounce,,,,85,85%,5PP,,Aqua Ring,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hydro Pump,,,,110᠋,80%,5PP,,Megahorn,,,,120,85%,10PP,,Mirror Coat,,,,--,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fissure,,,,--,30%,5PP,,Hydro Pump,,,,110᠋,80%,5PP,,Flail,,,,--,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#419 Floatzel,,,,,Lv.59,,,#319 Sharpedo,,,,,Lv.59,,,#211 Qwilfish,,,,,Lv.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,,,,,,WATER,,,DARK,,,,,WATER,,,POISON,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER WESLEY [183],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,85,105,55,85,50,115,495,,70,120,40,95,40,95,460,,65,95,95᠎,45᠋,55,95᠎,450᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Swift Swim,,,,,No Item,,,Speed Boost (!),,,,,No Item,,,Poison Point,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Quirky (Neutral),,,,,,12 IV,,"Careful (+SpD, -SpA)",,,,,,12 IV,,Serious (Neutral),,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Razor Wind,,,,80,100%,10PP,,Skull Bash,,,,130᠎,100%,10PP᠎,,Take Down,,,,90,85%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agility,,,,--,--,30PP,,Zen Headbutt,,,,80,90%,15PP,,Destiny Bond,,,,--,--,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Me First,,,,--,--,20PP,,Agility,,,,--,--,30PP,,Gunk Shot,,,,120,80%᠎,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS AROUND),Hydro Pump,,,,110᠋,80%,5PP,,Hydro Pump,,,,110᠋,80%,5PP,,Hydro Pump,,,,110᠋,80%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#099 Kingler,,,,,Lv.58,,,#068 Machamp,,,,,Lv.58,,,#423 Gastrodon,,,,,Lv.58,,,#199 Slowking,,,,,Lv.58,,,,,,,,,,,,,,,,
,,,,,WATER,,,,,,,,FIGHTING,,,,,,,,WATER,,,GROUND,,,,,WATER,,,PSYCHIC,,,,,,,,,,,,,,,,,
,,SAILOR ZACHARIAH [482],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,
,,,55,130,115,50,50,75,475,,90,130,80,65,85,55,505,,111,83,68,92,82,39,475,,95,75,80,100,110,30,490,,,,,,,,,,,,,,,,
,,The item on the left behind him is an Ultra Ball,,No Item,,,Hyper Cutter,,,,,No Item,,,Guts,,,,,No Item,,,Sticky Hold,,,,,No Item,,,Oblivious,,,,,,,,,,,,,,,,,,
,,,"Jolly (+Spe, -SpA)",,,,,,12 IV,,"Adamant (+Atk, -SpA)",,,,,,12 IV,,"Impish (+Def, -SpA)",,,,,,12 IV,,"Bold (+Def, -Atk)",,,,,,12 IV,,,,,,,,,,,,,,,,
,,,Slam,,,,80,75%,20PP,,Scary Face,,,,--,100%᠎,10PP,,Counter,,,,--,100%,20PP,,Psych Up,,,,--,--,10PP,,,,,,,,,,,,,,,,
,,,X-Scissor,,,,80,100%,15PP,,Dynamic Punch,,,,100,50%,5PP,,Amnesia,,,,--,--,20PP,,Future Sight,,,,120᠎,100%᠎,10PP᠋,,,,,,,,,,,,,,,,
,,,Agility,,,,--,--,30PP,,Close Combat,,,,120,100%,5PP,,Acid Armor,,,,--,--,20PP᠋,,Trick Room,,,,--,--,5PP,,,,,,,,,,,,,,,,
,,(LOOKS DOWN),Flail,,,,--,100%,15PP,,Superpower,,,,120,100%,5PP,,Recover,,,,--,--,10PP,,Aura Sphere,,,,80᠋,--,20PP,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#055 Golduck,,,,,Lv.59,,,#131 Lapras,,,,,Lv.59,,,#121 Starmie,,,,,Lv.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,PSYCHIC ឵,,,,,WATER,,,ICE,,,,,WATER,,,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIMMER GABRIELLE [194],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,80,82,78,95,80,85,500,,130,85,80,85,95,60,535,,60,75,85,100,85,115,520,,,,,,,,,,,,,,,,,,,,,,,,
,,The item above her in the shallow waters is a Dive Ball,,No Item,,,Damp,,,,,No Item,,,Water Absorb,,,,,No Item,,,Illuminate,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Quirky (Neutral),,,,,,12 IV,,"Gentle (+SpD, -Def)",,,,,,12 IV,,"Jolly (+Spe, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Future Sight,,,,120᠎,100%᠎,10PP᠋,,Avalanche,,,,60,100%,10PP,,Recover,,,,--,--,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Amnesia,,,,--,--,20PP,,Megahorn,,,,120,85%,10PP,,Swift,,,,60,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Cross Chop,,,,100,80%,5PP,,Hydro Pump,,,,110᠋,80%,5PP,,Psywave,,,,--,100%᠎,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS LEFT AND UP),Hydro Pump,,,,110᠋,80%,5PP,,Sheer Cold,,,,--,30%,5PP,,Confuse Ray,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#134 Vaporeon,,,,,Lv.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
