,,,,,PSYCHIC឵ ឵,,,FLYING,,,,,NORMAL,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YOUNGSTER TRISTAN [765],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER THREE BADGES),100,40᠋,40᠋,106᠎,116᠎,60᠋,462᠎,,55,75,50,40,40,80,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Tinted Lens (!),,,,,No Item,,,Reckless (!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Modest (+SpA, -Atk)",,,,,,12 IV,,"Gentle (+SpD, -Def)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Uproar,,,,90᠎,100%,10PP,,Foresight,,,,--,--,40PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Extrasensory,,,,80,100%,20PP᠋,,Aerial Ace,,,,60,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Psycho Shift,,,,--,100%᠎,10PP,,Facade,,,,70,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Air Slash,,,,75,95%,15PP᠋,,Endeavor,,,,--,100%,5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#164 Noctowl,,,,,Lv. 39,,,#398 Staraptor,,,,,Lv. 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,PSYCHIC឵ ឵,,,FLYING,,,,,NORMAL,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YOUNGSTER TRISTAN [766],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER FIVE BADGES),100,40᠋,40᠋,106᠎,116᠎,60᠋,462᠎,,85,120,70,50,60᠎,100,485᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Tinted Lens (!),,,,,No Item,,,Reckless (!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Docile (Neutral),,,,,,12 IV,,"Impish (+Def, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Air Slash,,,,75,95%,15PP᠋,,Endeavor,,,,--,100%,5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Reflect,,,,--,--,20PP,,Whirlwind,,,,--,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Psychic,,,,90,100%,10PP,,Close Combat,,,,120,100%,5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zen Headbutt,,,,80,90%,15PP,,Take Down,,,,90,85%,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#164 Noctowl,,,,,Lv. 59,,,#398 Staraptor,,,,,Lv. 59,,,#018 Pidgeot,,,,,Lv. 59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,PSYCHIC឵ ឵,,,FLYING,,,,,NORMAL,,,FLYING,,,,,NORMAL,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,
,,YOUNGSTER TRISTAN [767],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),100,40᠋,40᠋,106᠎,116᠎,60᠋,462᠎,,85,120,70,50,60᠎,100,485᠎,,83,60᠋,70᠋,115᠎,70,101᠎,499᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Tinted Lens (!),,,,,No Item,,,Reckless (!),,,,,No Item,,,No Guard (!),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Careful (+SpD, -SpA)",,,,,,12 IV,,Docile (Neutral),,,,,,12 IV,,"Calm (+SpD, -Atk)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Moonblast (!),,,,95,100%,15PP,,Roost,,,,--,--,10PP,,Whirlwind,,,,--,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Roost,,,,--,--,10PP,,Agility,,,,--,--,30PP,,Tailwind,,,,--,--,15PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,Dream Eater,,,,100,100%,15PP,,Brave Bird,,,,120,100%,15PP,,Mirror Move,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hurricane (!),,,,110,70%,10PP,,Double-Edge,,,,120,100%,15PP,,Hurricane (!),,,,110,70%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUBILIFE CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUBILIFE CITY TRAINER SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROUTE 204 ~ SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#404 Luxio,,,,,Lv. 26,,,#315 Roselia,,,,,Lv. 26,,,#070 Weepinbell,,,,,Lv. 26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,,,,,,GRASS,,,POISON,,,,,GRASS,,,POISON,,,,,,,,,,,,,,,,,,,,,,,,,
,,LASS SAMANTHA [703],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER THREE BADGES),60,85,49,60,49,60,363,,50,60,45,100,80,65,400,,65,90,50,85,45,55,390,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Intimidate឵ ឵,,,,,No Item,,,Poison Point឵ ឵,,,,,No Item,,,Chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Naive (+Spe, -SpD)",,,,,,12 IV,,"Lonely (+Atk, -Def)",,,,,,12 IV,,"Careful (+SpD, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Double Kick,,,,30,100%,30PP,,Magical Leaf,,,,60,--,20PP,,Razor Leaf,,,,55,95%,25PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Thunder Fang,,,,65,95%,15PP,,Sludge,,,,75᠎,100%,15PP᠋,,Sweet Scent,,,,--,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ice Fang,,,,65,95%,15PP,,Spikes,,,,--,--,20PP,,Gastro Acid,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fire Fang,,,,65,95%,15PP,,Toxic Spikes,,,,--,--,20PP,,Leech Life,,,,80᠎,100%,10PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#404 Luxio,,,,,Lv. 38,,,#315 Roselia,,,,,Lv. 38,,,#070 Weepinbell,,,,,Lv. 38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,,,,,,GRASS,,,POISON,,,,,GRASS,,,POISON,,,,,,,,,,,,,,,,,,,,,,,,,
,,LASS SAMANTHA [704],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER FIVE BADGES),60,85,49,60,49,60,363,,50,60,45,100,80,65,400,,65,90,50,85,45,55,390,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Intimidate឵ ឵,,,,,No Item,,,Poison Point឵ ឵,,,,,No Item,,,Chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lonely (+Atk, -Def)",,,,,,12 IV,,"Adamant (+Atk, -SpA)",,,,,,12 IV,,Hardy (Neutral),,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fire Fang,,,,65,95%,15PP,,Giga Drain,,,,75᠎,100%,10PP,,Leech Life,,,,80᠎,100%,10PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,Roar,,,,--,--,20PP,,Sweet Scent,,,,--,100%,20PP,,Poison Jab,,,,80,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Crunch,,,,80,100%,15PP,,Sludge Bomb,,,,90,100%,10PP,,Seed Bomb,,,,80,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Swagger,,,,--,85%᠋,15PP,,Ingrain,,,,--,--,20PP,,Knock Off,,,,65᠎,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#405 Luxray,,,,,Lv. 70,,,#407 Roserade,,,,,Lv. 70,,,#071 Victreebel,,,,,Lv. 70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,DARK឵ ឵,,,,,GRASS,,,POISON,,,,,GRASS,,,POISON,,,,,,,,,,,,,,,,,,,,,,,,,
,,LASS SAMANTHA [705],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),80,120,79,95,79,70,523,,60,70,65᠎,125,105,90,515᠎,,80,105,65,100,70᠎,70,490᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Intimidate឵ ឵,,,,,No Item,,,Technician (!),,,,,No Item,,,Chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lonely (+Atk, -Def)",,,,,,12 IV,,"Jolly (+Spe, -SpA)",,,,,,12 IV,,Hardy (Neutral),,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wild Charge (!),,,,100᠎,100%,15PP,,Mega Drain,,,,40,100%,15PP,,Razor Leaf,,,,55,95%,25PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Scary Face,,,,--,100%᠎,10PP,,Magical Leaf,,,,60,--,20PP,,Leaf Blade,,,,90,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Discharge,,,,80,100%,15PP,,Sweet Scent,,,,--,100%,20PP,,Power Whip,,,,120,85%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sucker Punch,,,,70᠋,100%,5PP,,Leaf Storm,,,,130᠎,90%,5PP,,Leaf Storm,,,,130᠎,90%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUBILIFE CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROUTE 203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#404 Luxio,,,,,Lv. 27,,,#028 Sandslash,,,,,Lv. 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,,,,,,GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YOUNGSTER DALLAS [768],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER THREE BADGES),60,85,49,60,49,60,363,,75,100,110,45,55,65,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Intimidate឵ ឵,,,,,No Item,,,Sand Veil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Naive (+Spe, -SpD)",,,,,,12 IV,,"Adamant (+Atk, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Double Kick,,,,30,100%,30PP,,Fury Swipes,,,,18,80%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Thunder Fang,,,,65,95%,15PP,,Crush Claw,,,,75,95%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ice Fang,,,,65,95%,15PP,,Night Slash,,,,70,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fire Fang,,,,65,95%,15PP,,Slash,,,,70,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#404 Luxio,,,,,Lv. 38,,,#028 Sandslash,,,,,Lv. 38,,,#400 Bibarel,,,,,Lv. 38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,,,,,,GROUND,,,,,,,,NORMAL,,,WATER,,,,,,,,,,,,,,,,,,,,,,,,,
,,YOUNGSTER DALLAS [769],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER FIVE BADGES),60,85,49,60,49,60,363,,75,100,110,45,55,65,450,,94᠎,100᠎,65᠎,55,65᠎,71,450᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Intimidate឵ ឵,,,,,No Item,,,Sand Veil,,,,,No Item,,,Simple,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Modest (+SpA, -Atk)",,,,,,12 IV,,"Careful (+SpD, -SpA)",,,,,,12 IV,,"Gentle (+SpD, -Def)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fire Fang,,,,65,95%,15PP,,Slash,,,,70,100%,20PP,,Take Down,,,,90,85%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Roar,,,,--,--,20PP,,Dig,,,,80,100%,10PP,,Super Fang,,,,--,90%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Crunch,,,,80,100%,15PP,,Gyro Ball,,,,--,100%,5PP,,Amnesia,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Swagger,,,,--,85%᠋,15PP,,Poison Jab,,,,80,100%,20PP,,Swords Dance,,,,--,--,20PP᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#405 Luxray,,,,,Lv. 69,,,#028 Sandslash,,,,,Lv. 69,,,#400 Bibarel,,,,,Lv. 69,,,#076 Golem,,,,,Lv. 69,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,DARK឵ ឵,,,,,GROUND,,,,,,,,NORMAL,,,WATER,,,,,ROCK,,,GROUND,,,,,,,,,,,,,,,,,
,,YOUNGSTER DALLAS [770],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),80,120,79,95,79,70,523,,75,100,110,45,55,65,450,,94᠎,100᠎,65᠎,55,65᠎,71,450᠎,,80,120᠎,130,55,65,45,495᠎,,,,,,,,,,,,,,,,
,,,,No Item,,,Intimidate឵ ឵,,,,,No Item,,,Sand Veil,,,,,No Item,,,Simple,,,,,No Item,,,Rock Head,,,,,,,,,,,,,,,,,,
,,,"Impish (+Def, -SpA)",,,,,,12 IV,,"Naughty (+Atk, -SpD)",,,,,,12 IV,,Quirky (Neutral),,,,,,12 IV,,"Modest (+SpA, -Atk)",,,,,,12 IV,,,,,,,,,,,,,,,,
,,,Wild Charge (!),,,,100᠎,100%,15PP,,Earthquake,,,,100,100%,10PP,,Swords Dance,,,,--,--,20PP᠎,,Explosion,,,,250,100%,5PP,,,,,,,,,,,,,,,,
,,,Scary Face,,,,--,100%᠎,10PP,,Swords Dance,,,,--,--,20PP᠎,,Superpower,,,,120,100%,5PP,,Double-Edge,,,,120,100%,15PP,,,,,,,,,,,,,,,,
,,,Discharge,,,,80,100%,15PP,,Sandstorm,,,,--,--,10PP,,Curse,,,,--,--,10PP,,Stone Edge,,,,100,80%,5PP,,,,,,,,,,,,,,,,
,,,Sucker Punch,,,,70᠋,100%,5PP,,Fissure,,,,--,30%,5PP,,Double-Edge,,,,120,100%,15PP,,Hammer Arm,,,,100,90%,10PP,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#054 Psyduck,,,,,Lv. 26,,,#191 Sunkern,,,,,Lv. 26,,,#427 Buneary,,,,,Lv. 26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,,,,,,GRASS,,,,,,,,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LASS MADELINE [706],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER THREE BADGES),50,52,48,65,50,55,320,,30,30,30,30,30,30,180,,55,66,44,44,56,85,350,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Damp,,,,,No Item,,,Chlorophyll,,,,,No Item,,,Limber (!),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Hasty (+Spe, -Def)",,,,,,12 IV,,Hardy (Neutral),,,,,,12 IV,,"Adamant (+Atk, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Water Pulse,,,,60,100%,20PP,,Nature Power,,,,--,--,20PP,,Jump Kick,,,,100᠎,95%,10PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,Disable,,,,--,100%᠎,20PP,,Giga Drain,,,,75᠎,100%,10PP,,Fake Out,,,,40,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zen Headbutt,,,,80,90%,15PP,,Endeavor,,,,--,100%,5PP,,Baton Pass,,,,--,--,40PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Screech,,,,--,85%,40PP,,Morning Sun,,,,--,--,5PP,,Dizzy Punch,,,,70,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#055 Golduck,,,,,Lv. 38,,,#192 Sunflora,,,,,Lv. 38,,,#428 Lopunny,,,,,Lv. 38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WATER,,,PSYCHIC ឵,,,,,GRASS,,,,,,,,NORMAL,,,FIGHTING឵ ឵,,,,,,,,,,,,,,,,,,,,,,,,,
,,LASS MADELINE [707],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER FIVE BADGES),80,82,78,95,80,85,500,,85᠎,55᠋,85᠎,125᠎,95᠎,30,475᠎,,65,106᠎,84,44᠋,96,105,500᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Damp,,,,,No Item,,,Chlorophyll,,,,,No Item,,,Scrappy (!),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Gentle (+SpD, -Def)",,,,,,12 IV,,"Timid (+Spe, -Atk)",,,,,,12 IV,,"Jolly (+Spe, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Aqua Tail,,,,90,90%,10PP,,Natural Gift,,,,--,100%,15PP,,Agility,,,,--,--,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Power Gem,,,,80᠎,100%,20PP,,Petal Dance,,,,120᠎,100%,10PP᠋,,Switcheroo,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Psychic,,,,90,100%,10PP,,Earth Power,,,,90,100%,10PP,,Charm,,,,--,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
